brand,country,industry,website,products,description,mission,overall_score,environment_score,environment_products,environment_practices,environment_outputs,environment_inputs,certification,target_is_environmental,target_audit_label,combined_text,clean_text,audit_score,audit_label
la ruche qui dit oui !,France,not in use,laruchequiditoui.fr/fr,short food supply chain marketplace,"the food assembly brings together people to buy fresh food directly from local farmers and foodmakers. 
selling through the food assembly, farmers and foodmakers get over 80% for every product sold.","bringing power back to producers and consumers, our vision is a world with shorter supply chains where people connect to their food in a better way. by combining technology and sustainable agriculture, our vision is to support a healthier world where ever",95.0,9.4,unknown,3.3,0.7,0.2,b-corp,1,Marketing Hype,"the food assembly brings together people to buy fresh food directly from local farmers and foodmakers. 
selling through the food assembly, farmers and foodmakers get over 80% for every product sold. bringing power back to producers and consumers, our vision is a world with shorter supply chains where people connect to their food in a better way. by combining technology and sustainable agriculture, our vision is to support a healthier world where ever short food supply chain marketplace not in use","the food assembly brings together people to buy fresh food directly from local farmers and foodmakers 
selling through the food assembly farmers and foodmakers get over 80% for every product sold bringing power back to producers and consumers our vision is a world with shorter supply chains where people connect to their food in a better way by combining technology and sustainable agriculture our vision is to support a healthier world where ever short food supply chain marketplace not in use",1,1
la tercera mirada,Colombia,not in use,www.la3mirada.com,social and environmental consulting,unknown,"ayudamos a organizaciones que agregan valor social y ambiental para el desarrollo sostenible, a potenciar sus estrategias, desde una tercera mirada a lo que son, sienten, conocen, quieren y pueden.",94.1,8.0,0.0,7.2,3.0,1.7,b-corp,0,Marketing Hype,"unknown ayudamos a organizaciones que agregan valor social y ambiental para el desarrollo sostenible, a potenciar sus estrategias, desde una tercera mirada a lo que son, sienten, conocen, quieren y pueden. social and environmental consulting not in use",unknown ayudamos a organizaciones que agregan valor social y ambiental para el desarrollo sostenible a potenciar sus estrategias desde una tercera mirada a lo que son sienten conocen quieren y pueden social and environmental consulting not in use,0,1
laboratoires expanscience,France,pharmaceutical products,www.expanscience.com,innovative osteoarthritis and skincare products.,"created in 1950, the family-owned company has built an international reputation for innovation and expertise in the treatment of osteoarthritis and skin health. its two leading brands, piasclédine 300 and mustela, are present in more than 110 countries.",unknown,98.1,39.1,unknown,20.7,5.8,6.7,b-corp,0,Fact Based,"created in 1950, the family-owned company has built an international reputation for innovation and expertise in the treatment of osteoarthritis and skin health. its two leading brands, piasclédine 300 and mustela, are present in more than 110 countries. unknown innovative osteoarthritis and skincare products. pharmaceutical products",created in 1950 the familyowned company has built an international reputation for innovation and expertise in the treatment of osteoarthritis and skin health its two leading brands piascldine 300 and mustela are present in more than 110 countries unknown innovative osteoarthritis and skincare products pharmaceutical products,2,0
laia's organic srl,Romania,agricultural processing,www.laias-organic.com,hemp seeds (raw and de-hulled),laia’s organic has a dedicated team that produce the highest quality proteins from organically grown hemp seeds. we pride ourselves on best ecological practices with a focus on fair and sustainable partnerships with farmers and researchers.,"laia’s organic is committed to support social entrepreneurs and research in these fields of balanced natural nutritionand improving our environment by sustainable farming practices with 10% of its profits, its network and all the knowledge we can offer.",98.4,45.1,unknown,19.2,2.5,7.0,b-corp,1,Marketing Hype,"laia’s organic has a dedicated team that produce the highest quality proteins from organically grown hemp seeds. we pride ourselves on best ecological practices with a focus on fair and sustainable partnerships with farmers and researchers. laia’s organic is committed to support social entrepreneurs and research in these fields of balanced natural nutritionand improving our environment by sustainable farming practices with 10% of its profits, its network and all the knowledge we can offer. hemp seeds (raw and de-hulled) agricultural processing",laias organic has a dedicated team that produce the highest quality proteins from organically grown hemp seeds we pride ourselves on best ecological practices with a focus on fair and sustainable partnerships with farmers and researchers laias organic is committed to support social entrepreneurs and research in these fields of balanced natural nutritionand improving our environment by sustainable farming practices with 10% of its profits its network and all the knowledge we can offer hemp seeds raw and dehulled agricultural processing,1,1
lam consulting sb,Italy,other business support,www.lamconsulting.it,"learning boost, body&mind at work, ethical sales, lam, coaching","betraining plans measurable organizational learning programs implementing the principles of its proprietary methodology -  lam -  the main fields of application are effective ethical sales, organizational learning and company wellness (body&mind at work).","elevare il benessere, l'inclusività, il diversity management delle organizzazioni coltivando la consapevolezza emotiva, la leadership risonante e la vendita etica; in modo da promuovere il benessere sia tra colleghi che nel rapporto  coi clienti.",82.5,5.4,unknown,4.9,1.1,1.3,b-corp,0,Fact Based,"betraining plans measurable organizational learning programs implementing the principles of its proprietary methodology -  lam -  the main fields of application are effective ethical sales, organizational learning and company wellness (body&mind at work). elevare il benessere, l'inclusività, il diversity management delle organizzazioni coltivando la consapevolezza emotiva, la leadership risonante e la vendita etica; in modo da promuovere il benessere sia tra colleghi che nel rapporto  coi clienti. learning boost, body&mind at work, ethical sales, lam, coaching other business support",betraining plans measurable organizational learning programs implementing the principles of its proprietary methodology   lam   the main fields of application are effective ethical sales organizational learning and company wellness bodymind at work elevare il benessere linclusivit il diversity management delle organizzazioni coltivando la consapevolezza emotiva la leadership risonante e la vendita etica in modo da promuovere il benessere sia tra colleghi che nel rapporto  coi clienti learning boost bodymind at work ethical sales lam coaching other business support,2,0
landit,United States,"other professional, scientific & tech",landit.com,personalized career tools and resources,"landit is a technology platform to increase the success and engagement of women in the workplace, and to enable enterprises to attract, develop, and retain high-potential diverse talent.",democratize career success,81.4,5.7,unknown,5.7,1.1,1.0,b-corp,0,Marketing Hype,"landit is a technology platform to increase the success and engagement of women in the workplace, and to enable enterprises to attract, develop, and retain high-potential diverse talent. democratize career success personalized career tools and resources other professional, scientific & tech",landit is a technology platform to increase the success and engagement of women in the workplace and to enable enterprises to attract develop and retain highpotential diverse talent democratize career success personalized career tools and resources other professional scientific  tech,0,1
landserv pty ltd,Australia,environmental consulting,landserv.com.au,environmental consulting,"landserv is a leading provider of environmental consulting services for the assessment and management of contaminated land and landfills. we have consulted to business, industry and government clients since 1993.","progressive balanced solutions for our earth and community. anything is possible.
we value
partnerships formed through trust and integrity.
we are accountable and professional, drawing on innovation and excellence to enhance our environment.",81.0,20.6,unknown,6.6,0.3,1.2,b-corp,0,Fact Based,"landserv is a leading provider of environmental consulting services for the assessment and management of contaminated land and landfills. we have consulted to business, industry and government clients since 1993. progressive balanced solutions for our earth and community. anything is possible.
we value
partnerships formed through trust and integrity.
we are accountable and professional, drawing on innovation and excellence to enhance our environment. environmental consulting environmental consulting","landserv is a leading provider of environmental consulting services for the assessment and management of contaminated land and landfills we have consulted to business industry and government clients since 1993 progressive balanced solutions for our earth and community anything is possible
we value
partnerships formed through trust and integrity
we are accountable and professional drawing on innovation and excellence to enhance our environment environmental consulting environmental consulting",2,0
lantern legal group,Australia,legal activities,www.tllg.com.au,legal,"lantern legal group, under the brands harwood andrews, sladen legal and adley burstyner, provide specialist legal services to private and family business and their owners, not-for-profits, local government bodies and corporatised government enterprises.","to provide specialist legal services that enable clients to reach practical, innovative and cost effective solutions, and at all times ensure that community, social and environmental best practice is promoted and advanced.",83.1,13.8,unknown,12.5,1.5,3.0,b-corp,0,Marketing Hype,"lantern legal group, under the brands harwood andrews, sladen legal and adley burstyner, provide specialist legal services to private and family business and their owners, not-for-profits, local government bodies and corporatised government enterprises. to provide specialist legal services that enable clients to reach practical, innovative and cost effective solutions, and at all times ensure that community, social and environmental best practice is promoted and advanced. legal legal activities",lantern legal group under the brands harwood andrews sladen legal and adley burstyner provide specialist legal services to private and family business and their owners notforprofits local government bodies and corporatised government enterprises to provide specialist legal services that enable clients to reach practical innovative and cost effective solutions and at all times ensure that community social and environmental best practice is promoted and advanced legal legal activities,0,1
laridae communications inc.,Canada,management consultant - nonprofits,laridaemc.com,"strategy, planning, communications, human resources, and governance.","laridae is a full service management consulting firm. serving exclusively non profits, charities, associations, and the public sector, we've worked with over 120 organizations in strategy, planning, communications, human resources and governance.",our mission is to solve the non-profit and public sector’s toughest challenges; help leaders implement change that lasts; and support organizational resiliency and sustainability so our clients can soar.,93.8,4.0,unknown,4.0,0.0,0.5,b-corp,0,Fact Based,"laridae is a full service management consulting firm. serving exclusively non profits, charities, associations, and the public sector, we've worked with over 120 organizations in strategy, planning, communications, human resources and governance. our mission is to solve the non-profit and public sector’s toughest challenges; help leaders implement change that lasts; and support organizational resiliency and sustainability so our clients can soar. strategy, planning, communications, human resources, and governance. management consultant - nonprofits",laridae is a full service management consulting firm serving exclusively non profits charities associations and the public sector weve worked with over 120 organizations in strategy planning communications human resources and governance our mission is to solve the nonprofit and public sectors toughest challenges help leaders implement change that lasts and support organizational resiliency and sustainability so our clients can soar strategy planning communications human resources and governance management consultant  nonprofits,2,0
larry's coffee,United States,food products,larryscoffee.com,"roasted coffee beans, tea, coffee mugs, cold brew","larry's coffee is committed to blending and roasting innovative uniquely delicious coffees - and making the world a better place. 100% of our coffee is fairly traded, shade grown, & organic, all slow-roasted to bring out every note of indigenous flavor","we try to create community based on seeking a deeper understanding
of coffee, farmers, and craft - while igniting our passion & whimsies in life.",113.0,36.2,unknown,21.7,7.2,8.3,b-corp,0,Fact Based,"larry's coffee is committed to blending and roasting innovative uniquely delicious coffees - and making the world a better place. 100% of our coffee is fairly traded, shade grown, & organic, all slow-roasted to bring out every note of indigenous flavor we try to create community based on seeking a deeper understanding
of coffee, farmers, and craft - while igniting our passion & whimsies in life. roasted coffee beans, tea, coffee mugs, cold brew food products","larrys coffee is committed to blending and roasting innovative uniquely delicious coffees  and making the world a better place 100% of our coffee is fairly traded shade grown  organic all slowroasted to bring out every note of indigenous flavor we try to create community based on seeking a deeper understanding
of coffee farmers and craft  while igniting our passion  whimsies in life roasted coffee beans tea coffee mugs cold brew food products",2,0
last triumph,United States,"film, tv & music production",lasttriumph.com,"music recordings, management, booking","minneapolis, mn based record label and management group devoted to supporting music in a sustainable way.",our mission is to support music as ethically as possible.,136.2,24.0,unknown,14.0,3.3,2.7,b-corp,1,Marketing Hype,"minneapolis, mn based record label and management group devoted to supporting music in a sustainable way. our mission is to support music as ethically as possible. music recordings, management, booking film, tv & music production",minneapolis mn based record label and management group devoted to supporting music in a sustainable way our mission is to support music as ethically as possible music recordings management booking film tv  music production,-1,1
late,Chile,beverages,www.late.cl,bottled water,late is a commercial enterprise with a non-profit mission. all of the income generated by sales of its products is donated to well-known foundations that carry out projects supporting at-risk children.,our mission is to offer a high quality product and have the possibility of contributing to a better life for a child.,86.0,10.9,unknown,8.5,1.3,3.7,b-corp,0,Marketing Hype,late is a commercial enterprise with a non-profit mission. all of the income generated by sales of its products is donated to well-known foundations that carry out projects supporting at-risk children. our mission is to offer a high quality product and have the possibility of contributing to a better life for a child. bottled water beverages,late is a commercial enterprise with a nonprofit mission all of the income generated by sales of its products is donated to wellknown foundations that carry out projects supporting atrisk children our mission is to offer a high quality product and have the possibility of contributing to a better life for a child bottled water beverages,0,1
latrobe valley bus lines p/l,Australia,other transport equipment,www.lvbl.com.au,provider of bus public transport,"provides safe and reliable bus transport for public, school, v/line and private charter","contribute to economic growth of our community and environment by providing quality, safe, dependable, accessible services that are responsive to our communities needs",87.8,9.8,0.0,9.3,0.8,1.7,b-corp,0,Marketing Hype,"provides safe and reliable bus transport for public, school, v/line and private charter contribute to economic growth of our community and environment by providing quality, safe, dependable, accessible services that are responsive to our communities needs provider of bus public transport other transport equipment",provides safe and reliable bus transport for public school vline and private charter contribute to economic growth of our community and environment by providing quality safe dependable accessible services that are responsive to our communities needs provider of bus public transport other transport equipment,0,1
law office of lara pearson & brand geek,United States,legal activities,www.BrandGeek.net,legal services; educational services,"brand geek is where intellectual property law, branding and soulful, multiple-bottom-line business joyfully collide.","to cultivate brand protection strategies for social enterprises and to inspire others by educating, entertaining and engaging them regarding intellectual property law, branding and corporate social responsibility.",99.7,9.9,unknown,8.9,3.3,0.0,b-corp,0,Marketing Hype,"brand geek is where intellectual property law, branding and soulful, multiple-bottom-line business joyfully collide. to cultivate brand protection strategies for social enterprises and to inspire others by educating, entertaining and engaging them regarding intellectual property law, branding and corporate social responsibility. legal services; educational services legal activities",brand geek is where intellectual property law branding and soulful multiplebottomline business joyfully collide to cultivate brand protection strategies for social enterprises and to inspire others by educating entertaining and engaging them regarding intellectual property law branding and corporate social responsibility legal services educational services legal activities,0,1
le rêve du dogon,France,not in use,www.revedudogon.com,communication par l'objet,"le rêve du dogon conseille et accompagne ses clients dans leur choix de stratégie en communication par l’objet. c’est une entreprise engagée et militante consciente et soucieuse des enjeux environnementaux, sociaux et économiques.","concilie l’activité économique, favorise l’accès à la culture et à l’éducation, pour la réduction de la pauvreté dans le monde.
collabore avec des artistes pour proposer des objets qui ont du sens.",95.5,28.1,0.0,26.7,4.3,11.8,b-corp,0,Marketing Hype,"le rêve du dogon conseille et accompagne ses clients dans leur choix de stratégie en communication par l’objet. c’est une entreprise engagée et militante consciente et soucieuse des enjeux environnementaux, sociaux et économiques. concilie l’activité économique, favorise l’accès à la culture et à l’éducation, pour la réduction de la pauvreté dans le monde.
collabore avec des artistes pour proposer des objets qui ont du sens. communication par l'objet not in use","le rve du dogon conseille et accompagne ses clients dans leur choix de stratgie en communication par lobjet cest une entreprise engage et militante consciente et soucieuse des enjeux environnementaux sociaux et conomiques concilie lactivit conomique favorise laccs  la culture et  lducation pour la rduction de la pauvret dans le monde
collabore avec des artistes pour proposer des objets qui ont du sens communication par lobjet not in use",0,1
leaddog marketing group inc.,United States,advertising & market research,www.leaddogmarketing.com,event & experiential marketing,"we are an integrated experiential agency that creates, markets, produces and activates one-of-a-kind great brand/consumer experiences.",our goal is simple: to help our partners reach their goals by producing memorable consumer experiences and stories using innovation to reach the right people with the right message.,80.2,10.9,unknown,10.9,1.0,1.7,b-corp,0,Marketing Hype,"we are an integrated experiential agency that creates, markets, produces and activates one-of-a-kind great brand/consumer experiences. our goal is simple: to help our partners reach their goals by producing memorable consumer experiences and stories using innovation to reach the right people with the right message. event & experiential marketing advertising & market research",we are an integrated experiential agency that creates markets produces and activates oneofakind great brandconsumer experiences our goal is simple to help our partners reach their goals by producing memorable consumer experiences and stories using innovation to reach the right people with the right message event  experiential marketing advertising  market research,0,1
leap,United Kingdom,"other professional, scientific & tech",www.leap.eco,"branding, design for print and web, illustration and exhibitions","an independent design studio striking a balance between creativity and the environment. specialising in brand design, design for print, web design and development, eco trophies, eco web hosting, social media and communication.","at leap, our mission is to provide the best quality, responsible and effective design, print and consultation solutions that apply triple bottom line management from end to end. we insist on using only materials and systems that can protect and benefit th",112.4,19.8,unknown,16.4,3.8,5.7,b-corp,0,Marketing Hype,"an independent design studio striking a balance between creativity and the environment. specialising in brand design, design for print, web design and development, eco trophies, eco web hosting, social media and communication. at leap, our mission is to provide the best quality, responsible and effective design, print and consultation solutions that apply triple bottom line management from end to end. we insist on using only materials and systems that can protect and benefit th branding, design for print and web, illustration and exhibitions other professional, scientific & tech",an independent design studio striking a balance between creativity and the environment specialising in brand design design for print web design and development eco trophies eco web hosting social media and communication at leap our mission is to provide the best quality responsible and effective design print and consultation solutions that apply triple bottom line management from end to end we insist on using only materials and systems that can protect and benefit th branding design for print and web illustration and exhibitions other professional scientific  tech,-1,1
leap organics,United States,personal care products (isic 464),www.leaporganics.com,organic soap and skincare,"leap organics makes and distributes certified organic soap, skincare and shaving products for men and women.","we believe in harnessing the purity of nature, making earth-friendly decisions, and giving something back. we believe in clean.",86.1,27.8,unknown,6.3,0.0,4.8,b-corp,0,Fact Based,"leap organics makes and distributes certified organic soap, skincare and shaving products for men and women. we believe in harnessing the purity of nature, making earth-friendly decisions, and giving something back. we believe in clean. organic soap and skincare personal care products (isic 464)",leap organics makes and distributes certified organic soap skincare and shaving products for men and women we believe in harnessing the purity of nature making earthfriendly decisions and giving something back we believe in clean organic soap and skincare personal care products isic 464,4,0
led inspire | watt and flux,United States,other renewable energy installation,www.wattandflux.com,"u.s.made led procurement, install analysis supporting led lighting conversions","we provide audit feasibility through product sourcing, install and client service for no less than 5 years on each if our projects. we have removed over 1million lbs of greenhouse gasses in 2015 solely through our led lighting projects.","led inspire | watt + flux is focused on reducing greenhouse gases while compelling more u.s. made product to be manufactured through utilizing only us made product in our large profile projects for hospitals, schools, marine and commercial spaces.",87.6,21.9,unknown,5.2,1.1,0.2,b-corp,1,Fact Based,"we provide audit feasibility through product sourcing, install and client service for no less than 5 years on each if our projects. we have removed over 1million lbs of greenhouse gasses in 2015 solely through our led lighting projects. led inspire | watt + flux is focused on reducing greenhouse gases while compelling more u.s. made product to be manufactured through utilizing only us made product in our large profile projects for hospitals, schools, marine and commercial spaces. u.s.made led procurement, install analysis supporting led lighting conversions other renewable energy installation",we provide audit feasibility through product sourcing install and client service for no less than 5 years on each if our projects we have removed over 1million lbs of greenhouse gasses in 2015 solely through our led lighting projects led inspire  watt  flux is focused on reducing greenhouse gases while compelling more us made product to be manufactured through utilizing only us made product in our large profile projects for hospitals schools marine and commercial spaces usmade led procurement install analysis supporting led lighting conversions other renewable energy installation,3,0
ledaveed,Canada,leather & related products,www.ledaveed.com,leather bags & carry goods,"ledaveed works tirelessly to create stunning, long-lasting leather goods which simplify your life and inspire you. we are uncompromising on three principles: offering timeless quality, adding freedom to your days, and using business as a force for good.","ledaveed’s mission is to make products that look amazing, last a long time, and are crafted in a way that inspires our customers to take pride in owning them",86.0,28.6,unknown,14.1,4.6,5.1,b-corp,0,Marketing Hype,"ledaveed works tirelessly to create stunning, long-lasting leather goods which simplify your life and inspire you. we are uncompromising on three principles: offering timeless quality, adding freedom to your days, and using business as a force for good. ledaveed’s mission is to make products that look amazing, last a long time, and are crafted in a way that inspires our customers to take pride in owning them leather bags & carry goods leather & related products",ledaveed works tirelessly to create stunning longlasting leather goods which simplify your life and inspire you we are uncompromising on three principles offering timeless quality adding freedom to your days and using business as a force for good ledaveeds mission is to make products that look amazing last a long time and are crafted in a way that inspires our customers to take pride in owning them leather bags  carry goods leather  related products,0,1
leesa sleep,United States,furniture,www.leesa.com,online mattress retailer,we’ve started with a beautifully designed and crafted mattress that meets the needs of almost everyone and an online store that makes buying a mattress simple and hassle free.,unknown,93.7,13.0,unknown,13.0,1.5,2.7,b-corp,0,Marketing Hype,we’ve started with a beautifully designed and crafted mattress that meets the needs of almost everyone and an online store that makes buying a mattress simple and hassle free. unknown online mattress retailer furniture,weve started with a beautifully designed and crafted mattress that meets the needs of almost everyone and an online store that makes buying a mattress simple and hassle free unknown online mattress retailer furniture,0,1
left,Canada,mobile applications,left.io,web and mobile businesses,left is now a multinational media and technology company with holdings in mobile and internet-based businesses. a few of our most well-known and innovative brands include: yo!™ and stays™.,"magine if we could leverage technology, marketing, and automation to build businesses of real and lasting value. imagine if what we built made a difference to our families, our community, and the world at large.",101.0,4.7,unknown,4.7,0.7,0.2,b-corp,0,Marketing Hype,"left is now a multinational media and technology company with holdings in mobile and internet-based businesses. a few of our most well-known and innovative brands include: yo!™ and stays™. magine if we could leverage technology, marketing, and automation to build businesses of real and lasting value. imagine if what we built made a difference to our families, our community, and the world at large. web and mobile businesses mobile applications",left is now a multinational media and technology company with holdings in mobile and internetbased businesses a few of our most wellknown and innovative brands include yo and stays magine if we could leverage technology marketing and automation to build businesses of real and lasting value imagine if what we built made a difference to our families our community and the world at large web and mobile businesses mobile applications,0,1
lemon tri,France,not in use,www.lemontri.fr,recycling machines,"we settle recycling machines in out of home places, in order to sort, collect and recycle beverage containers.
our machine are able to recognize containers, and have a rewarding system for users","the goal is to increase recycling rates in out of home places, for beverage containers, and avoid sorting errors. we also assure a material recycling 100% in france.",95.4,37.0,unknown,6.6,1.3,1.8,b-corp,1,Fact Based,"we settle recycling machines in out of home places, in order to sort, collect and recycle beverage containers.
our machine are able to recognize containers, and have a rewarding system for users the goal is to increase recycling rates in out of home places, for beverage containers, and avoid sorting errors. we also assure a material recycling 100% in france. recycling machines not in use","we settle recycling machines in out of home places in order to sort collect and recycle beverage containers
our machine are able to recognize containers and have a rewarding system for users the goal is to increase recycling rates in out of home places for beverage containers and avoid sorting errors we also assure a material recycling 100% in france recycling machines not in use",2,0
lendahand,Netherlands,other business support,www.lendahand.com,financing smes in emerging markets,lend money to entrepreneurs in emerging economies via crowdfunding at an interest rate of 3-4%,creating new jobs for companies in emerging countries and enabling people there to improve their access to basic needs. this way we want to alleviate poverty.,114.1,3.5,0.0,3.5,1.1,0.2,b-corp,0,Fact Based,lend money to entrepreneurs in emerging economies via crowdfunding at an interest rate of 3-4% creating new jobs for companies in emerging countries and enabling people there to improve their access to basic needs. this way we want to alleviate poverty. financing smes in emerging markets other business support,lend money to entrepreneurs in emerging economies via crowdfunding at an interest rate of 34% creating new jobs for companies in emerging countries and enabling people there to improve their access to basic needs this way we want to alleviate poverty financing smes in emerging markets other business support,2,0
les 2 vaches,France,food products,www.les2vaches.com,organic dairy products,"the mission of les prés rient bio, the french organic dairy subsidiary of danone, is to develop the production and the consumption of organic food through the commercialization of les 2 vaches in retail stores. 
les 2 vaches is not only a french organic","develop the organic offer in europe - contribute to re-invente the food industry for more transparency, pleasure and engagement.",82.9,26.2,unknown,11.4,0.8,3.4,b-corp,0,Fact Based,"the mission of les prés rient bio, the french organic dairy subsidiary of danone, is to develop the production and the consumption of organic food through the commercialization of les 2 vaches in retail stores. 
les 2 vaches is not only a french organic develop the organic offer in europe - contribute to re-invente the food industry for more transparency, pleasure and engagement. organic dairy products food products","the mission of les prs rient bio the french organic dairy subsidiary of danone is to develop the production and the consumption of organic food through the commercialization of les 2 vaches in retail stores 
les 2 vaches is not only a french organic develop the organic offer in europe  contribute to reinvente the food industry for more transparency pleasure and engagement organic dairy products food products",2,0
let em have it salon,United States,hairdressing & other beauty services,www.letemhaveitsalon.com,exclusive davines salon offering hair & skincare services,"we're committed to ethical business practices and an authentic experience for our customers well being. we offer a positive, flexible environment that encourages creativity and life long learning.","we provide an authentic experience tailored to you and use our business as a force for good to evoke a sustainable, healthy lifestyle.",80.4,21.5,unknown,19.3,4.6,6.5,b-corp,1,Marketing Hype,"we're committed to ethical business practices and an authentic experience for our customers well being. we offer a positive, flexible environment that encourages creativity and life long learning. we provide an authentic experience tailored to you and use our business as a force for good to evoke a sustainable, healthy lifestyle. exclusive davines salon offering hair & skincare services hairdressing & other beauty services",were committed to ethical business practices and an authentic experience for our customers well being we offer a positive flexible environment that encourages creativity and life long learning we provide an authentic experience tailored to you and use our business as a force for good to evoke a sustainable healthy lifestyle exclusive davines salon offering hair  skincare services hairdressing  other beauty services,-1,1
leverage lab,Canada,other personal services,www.theleveragelab.com,collaboration facilitator,we help competitors collaborate in finding solutions to their common sustainability challenges. we help them to grow without compromising their values.,"capitalizing on their collaborative abilities we envision values-led businesses working together to create enduring value to their customers, community and shareholders while turning a profit.",115.1,10.8,unknown,10.3,2.5,2.5,b-corp,0,Marketing Hype,"we help competitors collaborate in finding solutions to their common sustainability challenges. we help them to grow without compromising their values. capitalizing on their collaborative abilities we envision values-led businesses working together to create enduring value to their customers, community and shareholders while turning a profit. collaboration facilitator other personal services",we help competitors collaborate in finding solutions to their common sustainability challenges we help them to grow without compromising their values capitalizing on their collaborative abilities we envision valuesled businesses working together to create enduring value to their customers community and shareholders while turning a profit collaboration facilitator other personal services,0,1
lib consultants,United Kingdom,management  consultant - for-profits,www.lib-consultants.com,performance and change management consulting,"at lib consultants, we are focused on delivering sustained cultural or strategic change through transforming the mindset of your people, improving business performance","enabling businesses to be strong on the inside, so they can positively impact the world on the outside",83.0,8.7,0.0,8.7,1.1,2.4,b-corp,0,Marketing Hype,"at lib consultants, we are focused on delivering sustained cultural or strategic change through transforming the mindset of your people, improving business performance enabling businesses to be strong on the inside, so they can positively impact the world on the outside performance and change management consulting management  consultant - for-profits",at lib consultants we are focused on delivering sustained cultural or strategic change through transforming the mindset of your people improving business performance enabling businesses to be strong on the inside so they can positively impact the world on the outside performance and change management consulting management  consultant  forprofits,0,1
libélula gestión en  cambio climático y comunicación,Peru,not in use,libelula.com.pe,consultoría en temas ambientales,"libélula viene desarrollando e implementando soluciones para organizaciones públicas y privadas, con el fin de reducir sus impactos en el medio ambiente, y de generar conciencia en sus grupos de interés.",somos gente que inspira gente y buscamos catalizar los cambios necesarios para conseguir un mundo sostenible.,91.2,16.3,unknown,10.5,4.0,1.8,b-corp,0,Marketing Hype,"libélula viene desarrollando e implementando soluciones para organizaciones públicas y privadas, con el fin de reducir sus impactos en el medio ambiente, y de generar conciencia en sus grupos de interés. somos gente que inspira gente y buscamos catalizar los cambios necesarios para conseguir un mundo sostenible. consultoría en temas ambientales not in use",liblula viene desarrollando e implementando soluciones para organizaciones pblicas y privadas con el fin de reducir sus impactos en el medio ambiente y de generar conciencia en sus grupos de inters somos gente que inspira gente y buscamos catalizar los cambios necesarios para conseguir un mundo sostenible consultora en temas ambientales not in use,0,1
libro credit union limited,Canada,banking,www.libro.ca,financial coaching and a full range of financial products and services.,"libro is southwestern ontario’s largest credit union. as a financial co-operative libro supports the well-being of people, businesses and communities by providing high-quality financial coaching, profit sharing and financial products and services.",to grow prosperity in southwestern ontario by transforming banking,126.0,5.2,unknown,5.2,0.6,1.0,b-corp,0,Marketing Hype,"libro is southwestern ontario’s largest credit union. as a financial co-operative libro supports the well-being of people, businesses and communities by providing high-quality financial coaching, profit sharing and financial products and services. to grow prosperity in southwestern ontario by transforming banking financial coaching and a full range of financial products and services. banking",libro is southwestern ontarios largest credit union as a financial cooperative libro supports the wellbeing of people businesses and communities by providing highquality financial coaching profit sharing and financial products and services to grow prosperity in southwestern ontario by transforming banking financial coaching and a full range of financial products and services banking,0,1
lifeco unltd investments,South Africa,education & training services,www.lcu-sa.com,human development and management services,"life college investments (pty) ltd, the vehicle through which funding is raised to support the work of sa life college npc. life college investments is 100% owned by the life college trust & sa life college npc is the sole beneficiary of the trust.","integrate humanising purpose-centred critical consciousness, intrapreneurship and entrepreneurship for a more equitable social economy. we invest in people for enhanced enterprise and life performance.",130.9,2.8,unknown,1.9,0.5,0.8,b-corp,0,Fact Based,"life college investments (pty) ltd, the vehicle through which funding is raised to support the work of sa life college npc. life college investments is 100% owned by the life college trust & sa life college npc is the sole beneficiary of the trust. integrate humanising purpose-centred critical consciousness, intrapreneurship and entrepreneurship for a more equitable social economy. we invest in people for enhanced enterprise and life performance. human development and management services education & training services",life college investments pty ltd the vehicle through which funding is raised to support the work of sa life college npc life college investments is 100% owned by the life college trust  sa life college npc is the sole beneficiary of the trust integrate humanising purposecentred critical consciousness intrapreneurship and entrepreneurship for a more equitable social economy we invest in people for enhanced enterprise and life performance human development and management services education  training services,2,0
lift economy,United States,management  consultant - for-profits,www.LIFTeconomy.com,"impact consulting, training, accelerator / fund","lift helps company leadership that is too head-down with day-to-day tasks to rise up and focus on structure and strategy, and helps them stick to the paths that will make them more successful and complete.","our mission is to create, model and share a locally self-reliant economy that works for the benefit of all life - one that meets the needs for all people everywhere while enhancing and regenerating the ecosystems that surround us and within which we abide",134.2,19.3,unknown,11.2,1.1,0.6,b-corp,0,Marketing Hype,"lift helps company leadership that is too head-down with day-to-day tasks to rise up and focus on structure and strategy, and helps them stick to the paths that will make them more successful and complete. our mission is to create, model and share a locally self-reliant economy that works for the benefit of all life - one that meets the needs for all people everywhere while enhancing and regenerating the ecosystems that surround us and within which we abide impact consulting, training, accelerator / fund management  consultant - for-profits",lift helps company leadership that is too headdown with daytoday tasks to rise up and focus on structure and strategy and helps them stick to the paths that will make them more successful and complete our mission is to create model and share a locally selfreliant economy that works for the benefit of all life  one that meets the needs for all people everywhere while enhancing and regenerating the ecosystems that surround us and within which we abide impact consulting training accelerator  fund management  consultant  forprofits,0,1
